year,month,week,day,building,floor,hour,entrance,exit,accumulate
2020,10,43,23,mbk,002_3rd,8,41,26,15
2020,10,43,23,mbk,002_3rd,9,241,164,92
2020,10,43,23,mbk,002_3rd,10,1365,1197,260
2020,10,43,23,mbk,002_3rd,11,1876,1861,275
2020,10,43,23,mbk,002_3rd,12,2496,2551,220
2020,10,43,23,mbk,002_3rd,13,2804,2940,84
2020,10,43,23,mbk,002_3rd,14,2966,3210,-160
2020,10,43,23,mbk,002_3rd,15,3246,3375,-289
2020,10,43,23,mbk,002_3rd,16,3327,3374,-336
2020,10,43,23,mbk,002_3rd,17,2761,2902,-477
2020,10,43,23,mbk,002_3rd,18,2379,2545,-643
2020,10,43,23,mbk,002_3rd,19,1829,2131,-945
2020,10,43,23,mbk,002_3rd,20,1075,1219,-1089
2020,10,43,23,mbk,002_3rd,21,112,158,-1135
2020,10,43,23,mbk,002_3rd,22,0,0,-1135
2020,10,43,23,mbk,001_2nd,8,248,192,56
2020,10,43,23,mbk,001_2nd,9,564,411,209
2020,10,43,23,mbk,001_2nd,10,1813,1669,353
2020,10,43,23,mbk,001_2nd,11,2299,2042,610
2020,10,43,23,mbk,001_2nd,12,2708,2543,775
2020,10,43,23,mbk,001_2nd,13,2972,2926,821
2020,10,43,23,mbk,001_2nd,14,3183,3271,733
2020,10,43,23,mbk,001_2nd,15,3310,3390,653
2020,10,43,23,mbk,001_2nd,16,3362,3518,497
2020,10,43,23,mbk,001_2nd,17,3092,3111,478
2020,10,43,23,mbk,001_2nd,18,2713,2777,414
2020,10,43,23,mbk,001_2nd,19,2079,2404,89
2020,10,43,23,mbk,001_2nd,20,1121,1382,-172
2020,10,43,23,mbk,001_2nd,21,326,367,-213
2020,10,43,23,mbk,001_2nd,22,0,1,-214
2020,10,43,23,mbk,000_g,8,374,304,70
2020,10,43,23,mbk,000_g,9,658,482,246
2020,10,43,23,mbk,000_g,10,1350,1057,539
2020,10,43,23,mbk,000_g,11,1507,1298,748
2020,10,43,23,mbk,000_g,12,1621,1472,897
2020,10,43,23,mbk,000_g,13,1580,1569,908
2020,10,43,23,mbk,000_g,14,1877,1704,1081
2020,10,43,23,mbk,000_g,15,1721,1725,1077
2020,10,43,23,mbk,000_g,16,1743,1743,1077
2020,10,43,23,mbk,000_g,17,1571,1696,952
2020,10,43,23,mbk,000_g,18,1502,1704,750
2020,10,43,23,mbk,000_g,19,1271,1457,564
2020,10,43,23,mbk,000_g,20,878,1101,341
2020,10,43,23,mbk,000_g,21,482,547,276
2020,10,43,23,mbk,004_5th,8,33,21,12
2020,10,43,23,mbk,004_5th,9,147,92,67
2020,10,43,23,mbk,004_5th,10,675,520,222
2020,10,43,23,mbk,004_5th,11,1183,1139,266
2020,10,43,23,mbk,004_5th,12,1627,1618,275
2020,10,43,23,mbk,004_5th,13,1898,1788,385
2020,10,43,23,mbk,004_5th,14,1990,1912,463
2020,10,43,23,mbk,004_5th,15,1947,1919,491
2020,10,43,23,mbk,004_5th,16,1813,1815,489
2020,10,43,23,mbk,004_5th,17,1603,1640,452
2020,10,43,23,mbk,004_5th,18,1354,1414,392
2020,10,43,23,mbk,004_5th,19,986,1091,287
2020,10,43,23,mbk,004_5th,20,467,647,107
2020,10,43,23,mbk,004_5th,21,179,223,63
2020,10,43,23,mbk,004_5th,22,0,0,63
2020,10,43,23,mbk,003_4th,8,38,19,19
2020,10,43,23,mbk,003_4th,9,227,90,156
2020,10,43,23,mbk,003_4th,10,1369,709,816
2020,10,43,23,mbk,003_4th,11,1780,1328,1268
2020,10,43,23,mbk,003_4th,12,2187,1866,1589
2020,10,43,23,mbk,003_4th,13,2331,2147,1773
2020,10,43,23,mbk,003_4th,14,2454,2227,2000
2020,10,43,23,mbk,003_4th,15,2576,2485,2091
2020,10,43,23,mbk,003_4th,16,2453,2429,2115
2020,10,43,23,mbk,003_4th,17,2087,2190,2012
2020,10,43,23,mbk,003_4th,18,1934,2011,1935
2020,10,43,23,mbk,003_4th,19,1307,1737,1505
2020,10,43,23,mbk,003_4th,20,678,1355,828
2020,10,43,23,mbk,003_4th,21,99,209,718
2020,10,43,23,mbk,006_7th,10,317,134,264
2020,10,43,23,mbk,006_7th,11,595,300,559
2020,10,43,23,mbk,006_7th,12,671,463,767
2020,10,43,23,mbk,006_7th,13,785,691,861
2020,10,43,23,mbk,006_7th,14,823,766,918
2020,10,43,23,mbk,006_7th,15,745,755,908
2020,10,43,23,mbk,006_7th,16,659,740,827
2020,10,43,23,mbk,006_7th,17,561,705,683
2020,10,43,23,mbk,006_7th,18,483,537,629
2020,10,43,23,mbk,006_7th,19,297,494,432
2020,10,43,23,mbk,006_7th,20,102,290,244
2020,10,43,23,mbk,006_7th,21,59,167,136
2020,10,43,23,mbk,006_7th,8,69,15,54
2020,10,43,23,mbk,006_7th,9,61,34,81
2020,10,43,23,mbk,005_6th,8,156,102,54
2020,10,43,23,mbk,005_6th,9,219,139,134
2020,10,43,23,mbk,005_6th,10,598,448,284
2020,10,43,23,mbk,005_6th,11,1006,916,374
2020,10,43,23,mbk,005_6th,12,1299,1207,466
2020,10,43,23,mbk,005_6th,13,1503,1596,373
2020,10,43,23,mbk,005_6th,14,1611,1727,257
2020,10,43,23,mbk,005_6th,15,1510,1605,162
2020,10,43,23,mbk,005_6th,16,1393,1500,55
2020,10,43,23,mbk,005_6th,17,1262,1344,-27
2020,10,43,23,mbk,005_6th,18,1138,1317,-206
2020,10,43,23,mbk,005_6th,19,801,1024,-429
2020,10,43,23,mbk,005_6th,20,335,562,-656
2020,10,43,23,mbk,005_6th,21,230,277,-703
2020,10,43,23,mbk,008_m,8,6,8,-2
2020,10,43,23,mbk,008_m,9,11,10,-1
2020,10,43,23,mbk,008_m,10,12,12,-1
2020,10,43,23,mbk,008_m,11,10,11,-2
2020,10,43,23,mbk,008_m,12,16,9,5
2020,10,43,23,mbk,008_m,13,11,13,3
2020,10,43,23,mbk,008_m,14,11,14,0
2020,10,43,23,mbk,008_m,15,12,14,-2
2020,10,43,23,mbk,008_m,16,13,16,-5
2020,10,43,23,mbk,008_m,17,14,13,-4
2020,10,43,23,mbk,008_m,18,9,18,-13
2020,10,43,23,mbk,008_m,19,12,8,-9
2020,10,43,23,mbk,008_m,20,16,14,-7
2020,10,43,23,mbk,008_m,21,15,12,-4
2020,10,43,23,mbk,007_8th,8,21,18,3
2020,10,43,23,mbk,007_8th,9,16,16,3
2020,10,43,23,mbk,007_8th,10,14,20,-3
2020,10,43,23,mbk,007_8th,11,31,37,-9
2020,10,43,23,mbk,007_8th,12,39,32,-2
2020,10,43,23,mbk,007_8th,13,28,26,0
2020,10,43,23,mbk,007_8th,14,10,22,-12
2020,10,43,23,mbk,007_8th,15,12,13,-13
2020,10,43,23,mbk,007_8th,16,17,21,-17
2020,10,43,23,mbk,007_8th,17,13,13,-17
2020,10,43,23,mbk,007_8th,18,13,13,-17
2020,10,43,23,mbk,007_8th,19,19,16,-14
2020,10,43,23,mbk,007_8th,20,16,11,-9
2020,10,43,23,mbk,007_8th,21,20,25,-14
2020,10,43,23,alaart,001_alaart2nd,8,2,2,0
2020,10,43,23,alaart,001_alaart2nd,9,33,30,3
2020,10,43,23,alaart,001_alaart2nd,10,123,141,-15
2020,10,43,23,alaart,001_alaart2nd,11,129,161,-47
2020,10,43,23,alaart,001_alaart2nd,12,175,247,-119
2020,10,43,23,alaart,001_alaart2nd,13,247,328,-200
2020,10,43,23,alaart,001_alaart2nd,14,208,267,-259
2020,10,43,23,alaart,001_alaart2nd,15,238,304,-325
2020,10,43,23,alaart,001_alaart2nd,16,326,405,-404
2020,10,43,23,alaart,001_alaart2nd,17,306,355,-453
2020,10,43,23,alaart,001_alaart2nd,18,218,263,-498
2020,10,43,23,alaart,001_alaart2nd,19,119,157,-536
2020,10,43,23,alaart,001_alaart2nd,20,89,133,-580
2020,10,43,23,alaart,001_alaart2nd,21,8,8,-580
2020,10,43,23,alaart,002_alaart3rd,8,3,2,1
2020,10,43,23,alaart,002_alaart3rd,9,38,34,5
2020,10,43,23,alaart,002_alaart3rd,10,143,119,29
2020,10,43,23,alaart,002_alaart3rd,11,180,140,69
2020,10,43,23,alaart,002_alaart3rd,12,257,195,131
2020,10,43,23,alaart,002_alaart3rd,13,347,258,220
2020,10,43,23,alaart,002_alaart3rd,14,288,211,297
2020,10,43,23,alaart,002_alaart3rd,15,339,272,364
2020,10,43,23,alaart,002_alaart3rd,16,423,335,452
2020,10,43,23,alaart,002_alaart3rd,17,183,113,522
2020,10,43,23,alaart,002_alaart3rd,18,133,97,558
2020,10,43,23,alaart,002_alaart3rd,19,95,63,590
2020,10,43,23,alaart,002_alaart3rd,20,126,106,610
2020,10,43,23,alaart,002_alaart3rd,21,11,10,611
2020,10,43,23,tower,000_tower,8,17,2,15
2020,10,43,23,tower,000_tower,9,30,8,37
2020,10,43,23,tower,000_tower,10,12,11,38
2020,10,43,23,tower,000_tower,11,6,3,41
2020,10,43,23,tower,000_tower,12,21,20,42
2020,10,43,23,tower,000_tower,13,13,17,38
2020,10,43,23,tower,000_tower,14,10,4,44
2020,10,43,23,tower,000_tower,15,4,2,46
2020,10,43,23,tower,000_tower,16,14,24,36
2020,10,43,23,tower,000_tower,17,9,11,34
2020,10,43,23,tower,000_tower,18,12,13,33
2020,10,43,23,tower,000_tower,19,6,11,28
2020,10,43,23,tower,000_tower,20,9,6,31
2020,10,43,23,tower,000_tower,21,2,2,31
2020,10,43,23,tokyu,000_tokyu,8,2,3,-1
2020,10,43,23,tokyu,000_tokyu,9,21,10,10
2020,10,43,23,tokyu,000_tokyu,10,372,329,53
2020,10,43,23,tokyu,000_tokyu,11,829,782,100
2020,10,43,23,tokyu,000_tokyu,12,1027,1077,50
2020,10,43,23,tokyu,000_tokyu,13,1103,1070,83
2020,10,43,23,tokyu,000_tokyu,14,1187,1197,73
2020,10,43,23,tokyu,000_tokyu,15,1201,1247,27
2020,10,43,23,tokyu,000_tokyu,16,1169,1192,4
2020,10,43,23,tokyu,000_tokyu,17,1091,1108,-13
2020,10,43,23,tokyu,000_tokyu,18,941,976,-48
2020,10,43,23,tokyu,000_tokyu,19,704,762,-106
2020,10,43,23,tokyu,000_tokyu,20,28,66,-144
2020,10,43,23,tokyu,000_tokyu,21,8,16,-152
2020,10,43,24,mbk,001_2nd,8,201,139,62
2020,10,43,24,mbk,001_2nd,9,582,333,311
2020,10,43,24,mbk,001_2nd,10,2005,1894,422
2020,10,43,24,mbk,001_2nd,11,2901,2176,1147
2020,10,43,24,mbk,001_2nd,12,2531,2422,1256
2020,10,43,24,mbk,001_2nd,13,3088,3262,1082
2020,10,43,24,mbk,001_2nd,14,3240,3213,1109
2020,10,43,24,mbk,001_2nd,15,3260,3234,1135
2020,10,43,24,mbk,001_2nd,16,3329,3535,929
2020,10,43,24,mbk,001_2nd,17,3234,3255,908
2020,10,43,24,mbk,001_2nd,18,2480,2624,764
2020,10,43,24,mbk,001_2nd,19,1997,2466,295
2020,10,43,24,mbk,001_2nd,20,976,1353,-82
2020,10,43,24,mbk,001_2nd,21,245,349,-186
2020,10,43,24,mbk,002_3rd,8,24,24,0
2020,10,43,24,mbk,002_3rd,9,137,146,-9
2020,10,43,24,mbk,002_3rd,10,1625,1358,258
2020,10,43,24,mbk,002_3rd,11,1914,2393,-221
2020,10,43,24,mbk,002_3rd,12,2180,2229,-270
2020,10,43,24,mbk,002_3rd,13,3285,2931,84
2020,10,43,24,mbk,002_3rd,14,2789,3180,-307
2020,10,43,24,mbk,002_3rd,15,3084,3156,-379
2020,10,43,24,mbk,002_3rd,16,3258,3221,-342
2020,10,43,24,mbk,002_3rd,17,2906,2961,-397
2020,10,43,24,mbk,002_3rd,18,2211,2221,-407
2020,10,43,24,mbk,002_3rd,19,1794,2120,-733
2020,10,43,24,mbk,002_3rd,20,966,1054,-821
2020,10,43,24,mbk,002_3rd,21,147,112,-786
2020,10,43,24,mbk,003_4th,8,45,17,28
2020,10,43,24,mbk,003_4th,9,207,78,157
2020,10,43,24,mbk,003_4th,10,1418,830,745
2020,10,43,24,mbk,003_4th,11,1839,1443,1141
2020,10,43,24,mbk,003_4th,12,2079,1783,1437
2020,10,43,24,mbk,003_4th,13,2307,2172,1572
2020,10,43,24,mbk,003_4th,14,2394,2140,1826
2020,10,43,24,mbk,003_4th,15,2525,2458,1893
2020,10,43,24,mbk,003_4th,16,2507,2439,1961
2020,10,43,24,mbk,003_4th,17,2094,2177,1878
2020,10,43,24,mbk,003_4th,18,1673,1818,1733
2020,10,43,24,mbk,003_4th,19,1251,1482,1502
2020,10,43,24,mbk,003_4th,20,596,1223,875
2020,10,43,24,mbk,003_4th,21,79,216,738
2020,10,43,24,mbk,003_4th,22,0,0,738
2020,10,43,24,mbk,005_6th,8,142,96,46
2020,10,43,24,mbk,005_6th,9,226,164,108
2020,10,43,24,mbk,005_6th,10,782,590,300
2020,10,43,24,mbk,005_6th,11,1072,1041,331
2020,10,43,24,mbk,005_6th,12,1436,1318,449
2020,10,43,24,mbk,005_6th,13,1494,1570,373
2020,10,43,24,mbk,005_6th,14,1527,1625,275
2020,10,43,24,mbk,005_6th,15,1545,1626,194
2020,10,43,24,mbk,005_6th,16,1419,1509,104
2020,10,43,24,mbk,005_6th,17,1275,1362,17
2020,10,43,24,mbk,005_6th,18,1068,1207,-122
2020,10,43,24,mbk,005_6th,19,866,1106,-362
2020,10,43,24,mbk,005_6th,20,311,481,-532
2020,10,43,24,mbk,005_6th,21,243,313,-602
2020,10,43,24,mbk,000_g,8,302,254,48
2020,10,43,24,mbk,000_g,9,704,491,261
2020,10,43,24,mbk,000_g,10,1397,1069,589
2020,10,43,24,mbk,000_g,11,1582,1296,875
2020,10,43,24,mbk,000_g,12,1564,1505,934
2020,10,43,24,mbk,000_g,13,1570,1513,991
2020,10,43,24,mbk,000_g,14,1754,1714,1031
2020,10,43,24,mbk,000_g,15,1766,1678,1119
2020,10,43,24,mbk,000_g,16,1785,1650,1254
2020,10,43,24,mbk,000_g,17,1576,1657,1173
2020,10,43,24,mbk,000_g,18,1351,1539,985
2020,10,43,24,mbk,000_g,19,1243,1457,771
2020,10,43,24,mbk,000_g,20,903,1086,588
2020,10,43,24,mbk,000_g,21,415,464,539
2020,10,43,24,mbk,000_g,22,0,0,539
2020,10,43,24,mbk,004_5th,9,110,54,78
2020,10,43,24,mbk,004_5th,10,901,720,259
2020,10,43,24,mbk,004_5th,11,1369,1214,414
2020,10,43,24,mbk,004_5th,12,1742,1734,422
2020,10,43,24,mbk,004_5th,13,1914,1871,465
2020,10,43,24,mbk,004_5th,14,1980,1873,572
2020,10,43,24,mbk,004_5th,15,1976,1964,584
2020,10,43,24,mbk,004_5th,16,1854,1876,562
2020,10,43,24,mbk,004_5th,17,1658,1679,541
2020,10,43,24,mbk,004_5th,18,1353,1437,457
2020,10,43,24,mbk,004_5th,19,1022,1105,374
2020,10,43,24,mbk,004_5th,20,427,569,232
2020,10,43,24,mbk,004_5th,21,146,153,225
2020,10,43,24,mbk,004_5th,8,34,12,22
2020,10,43,24,mbk,006_7th,8,72,25,47
2020,10,43,24,mbk,006_7th,9,120,61,106
2020,10,43,24,mbk,006_7th,10,597,195,508
2020,10,43,24,mbk,006_7th,11,594,366,736
2020,10,43,24,mbk,006_7th,12,658,542,852
2020,10,43,24,mbk,006_7th,13,760,669,943
2020,10,43,24,mbk,006_7th,14,823,765,1001
2020,10,43,24,mbk,006_7th,15,722,858,865
2020,10,43,24,mbk,006_7th,16,714,746,833
2020,10,43,24,mbk,006_7th,17,547,685,695
2020,10,43,24,mbk,006_7th,18,491,506,680
2020,10,43,24,mbk,006_7th,19,356,507,529
2020,10,43,24,mbk,006_7th,20,114,320,323
2020,10,43,24,mbk,006_7th,21,55,174,204
2020,10,43,24,mbk,007_8th,10,35,39,-11
2020,10,43,24,mbk,007_8th,11,42,44,-13
2020,10,43,24,mbk,007_8th,14,23,29,-32
2020,10,43,24,mbk,007_8th,15,37,45,-40
2020,10,43,24,mbk,007_8th,16,19,29,-50
2020,10,43,24,mbk,007_8th,17,24,42,-68
2020,10,43,24,mbk,007_8th,18,18,31,-81
2020,10,43,24,mbk,007_8th,19,16,24,-89
2020,10,43,24,mbk,007_8th,20,6,7,-90
2020,10,43,24,mbk,007_8th,21,19,25,-96
2020,10,43,24,mbk,007_8th,8,24,23,1
2020,10,43,24,mbk,007_8th,9,30,38,-7
2020,10,43,24,mbk,007_8th,12,25,40,-28
2020,10,43,24,mbk,007_8th,13,28,26,-26
2020,10,43,24,mbk,007_8th,22,0,0,-96
2020,10,43,24,mbk,008_m,9,10,10,-1
2020,10,43,24,mbk,008_m,10,8,14,-7
2020,10,43,24,mbk,008_m,11,13,10,-4
2020,10,43,24,mbk,008_m,12,14,12,-2
2020,10,43,24,mbk,008_m,13,13,15,-4
2020,10,43,24,mbk,008_m,15,13,14,-4
2020,10,43,24,mbk,008_m,16,4,7,-7
2020,10,43,24,mbk,008_m,17,3,9,-13
2020,10,43,24,mbk,008_m,18,5,6,-14
2020,10,43,24,mbk,008_m,19,7,3,-10
2020,10,43,24,mbk,008_m,8,3,4,-1
2020,10,43,24,mbk,008_m,14,7,6,-3
2020,10,43,24,mbk,008_m,20,9,7,-8
2020,10,43,24,mbk,008_m,21,5,4,-7
2020,10,43,24,tower,000_tower,8,5,3,2
2020,10,43,24,tower,000_tower,9,23,6,19
2020,10,43,24,tower,000_tower,10,19,13,25
2020,10,43,24,tower,000_tower,11,10,16,19
2020,10,43,24,tower,000_tower,12,15,16,18
2020,10,43,24,tower,000_tower,13,12,8,22
2020,10,43,24,tower,000_tower,14,15,17,20
2020,10,43,24,tower,000_tower,15,8,10,18
2020,10,43,24,tower,000_tower,16,11,13,16
2020,10,43,24,tower,000_tower,17,6,9,13
2020,10,43,24,tower,000_tower,18,13,18,8
2020,10,43,24,tower,000_tower,19,6,8,6
2020,10,43,24,tower,000_tower,20,9,7,8
2020,10,43,24,tower,000_tower,21,3,0,11
2020,10,43,24,tower,000_tower,22,0,0,11
2020,10,43,24,alaart,001_alaart2nd,8,2,1,1
2020,10,43,24,alaart,001_alaart2nd,9,35,30,6
2020,10,43,24,alaart,001_alaart2nd,10,171,188,-11
2020,10,43,24,alaart,001_alaart2nd,11,142,168,-37
2020,10,43,24,alaart,001_alaart2nd,12,225,270,-82
2020,10,43,24,alaart,001_alaart2nd,13,222,276,-136
2020,10,43,24,alaart,001_alaart2nd,14,249,316,-203
2020,10,43,24,alaart,001_alaart2nd,15,288,349,-264
2020,10,43,24,alaart,001_alaart2nd,16,315,373,-322
2020,10,43,24,alaart,001_alaart2nd,17,270,363,-415
2020,10,43,24,alaart,001_alaart2nd,18,228,259,-446
2020,10,43,24,alaart,001_alaart2nd,19,209,258,-495
2020,10,43,24,alaart,001_alaart2nd,20,68,99,-526
2020,10,43,24,alaart,001_alaart2nd,21,9,10,-527
2020,10,43,24,alaart,002_alaart3rd,8,6,8,-2
2020,10,43,24,alaart,002_alaart3rd,9,42,38,2
2020,10,43,24,alaart,002_alaart3rd,10,202,178,26
2020,10,43,24,alaart,002_alaart3rd,11,176,148,54
2020,10,43,24,alaart,002_alaart3rd,12,294,226,122
2020,10,43,24,alaart,002_alaart3rd,13,295,244,173
2020,10,43,24,alaart,002_alaart3rd,14,320,250,243
2020,10,43,24,alaart,002_alaart3rd,15,367,296,314
2020,10,43,24,alaart,002_alaart3rd,16,345,265,394
2020,10,43,24,alaart,002_alaart3rd,17,288,197,485
2020,10,43,24,alaart,002_alaart3rd,18,223,171,537
2020,10,43,24,alaart,002_alaart3rd,19,251,203,585
2020,10,43,24,alaart,002_alaart3rd,20,101,89,597
2020,10,43,24,alaart,002_alaart3rd,21,6,17,586
2020,10,43,24,tokyu,000_tokyu,8,0,1,-1
2020,10,43,24,tokyu,000_tokyu,9,8,11,-4
2020,10,43,24,tokyu,000_tokyu,10,407,336,67
2020,10,43,24,tokyu,000_tokyu,11,855,857,65
2020,10,43,24,tokyu,000_tokyu,12,1025,1009,81
2020,10,43,24,tokyu,000_tokyu,13,1143,1156,68
2020,10,43,24,tokyu,000_tokyu,14,1048,1024,92
2020,10,43,24,tokyu,000_tokyu,15,1245,1216,121
2020,10,43,24,tokyu,000_tokyu,16,1197,1224,94
2020,10,43,24,tokyu,000_tokyu,17,1122,1069,147
2020,10,43,24,tokyu,000_tokyu,18,949,951,145
2020,10,43,24,tokyu,000_tokyu,19,755,757,143
2020,10,43,24,tokyu,000_tokyu,20,25,47,121
2020,10,43,24,tokyu,000_tokyu,21,6,8,119
2020,10,43,25,mbk,003_4th,8,24,13,11
2020,10,43,25,mbk,003_4th,9,192,77,126
2020,10,43,25,mbk,003_4th,10,1401,774,753
2020,10,43,25,mbk,003_4th,11,1668,1285,1136
2020,10,43,25,mbk,003_4th,12,2053,1713,1476
2020,10,43,25,mbk,003_4th,13,2248,2090,1634
2020,10,43,25,mbk,003_4th,14,2318,2063,1889
2020,10,43,25,mbk,003_4th,15,2371,2261,1999
2020,10,43,25,mbk,003_4th,16,2068,2090,1977
2020,10,43,25,mbk,003_4th,17,1680,1821,1836
2020,10,43,25,mbk,003_4th,18,1434,1575,1695
2020,10,43,25,mbk,003_4th,19,964,1280,1379
2020,10,43,25,mbk,003_4th,20,400,902,877
2020,10,43,25,mbk,003_4th,21,233,279,831
2020,10,43,25,mbk,004_5th,8,24,7,17
2020,10,43,25,mbk,004_5th,14,1838,1784,524
2020,10,43,25,mbk,004_5th,15,1754,1818,460
2020,10,43,25,mbk,004_5th,16,1505,1514,451
2020,10,43,25,mbk,004_5th,21,183,330,36
2020,10,43,25,mbk,004_5th,9,106,56,67
2020,10,43,25,mbk,004_5th,10,801,623,245
2020,10,43,25,mbk,004_5th,11,1197,1120,322
2020,10,43,25,mbk,004_5th,12,1710,1589,443
2020,10,43,25,mbk,004_5th,13,1792,1765,470
2020,10,43,25,mbk,004_5th,17,1355,1361,445
2020,10,43,25,mbk,004_5th,18,1087,1149,383
2020,10,43,25,mbk,004_5th,19,765,840,308
2020,10,43,25,mbk,004_5th,20,258,383,183
2020,10,43,25,mbk,007_8th,8,23,13,10
2020,10,43,25,mbk,007_8th,9,24,24,10
2020,10,43,25,mbk,007_8th,10,19,17,12
2020,10,43,25,mbk,007_8th,11,27,21,18
2020,10,43,25,mbk,007_8th,12,32,44,6
2020,10,43,25,mbk,007_8th,13,29,46,-11
2020,10,43,25,mbk,007_8th,14,30,36,-17
2020,10,43,25,mbk,007_8th,15,21,18,-14
2020,10,43,25,mbk,007_8th,16,15,30,-29
2020,10,43,25,mbk,007_8th,17,33,30,-26
2020,10,43,25,mbk,007_8th,18,31,38,-33
2020,10,43,25,mbk,007_8th,19,15,13,-31
2020,10,43,25,mbk,007_8th,20,19,8,-20
2020,10,43,25,mbk,007_8th,21,20,24,-24
2020,10,43,25,mbk,002_3rd,8,17,15,2
2020,10,43,25,mbk,002_3rd,9,144,130,16
2020,10,43,25,mbk,002_3rd,10,1477,1214,279
2020,10,43,25,mbk,002_3rd,11,2132,3427,-1016
2020,10,43,25,mbk,002_3rd,12,2419,2556,-1153
2020,10,43,25,mbk,002_3rd,13,2832,2839,-1160
2020,10,43,25,mbk,002_3rd,14,2720,2816,-1256
2020,10,43,25,mbk,002_3rd,15,2820,2858,-1294
2020,10,43,25,mbk,002_3rd,16,2391,2623,-1526
2020,10,43,25,mbk,002_3rd,17,2189,2158,-1495
2020,10,43,25,mbk,002_3rd,18,1630,1875,-1740
2020,10,43,25,mbk,002_3rd,19,1350,1510,-1900
2020,10,43,25,mbk,002_3rd,20,708,771,-1963
2020,10,43,25,mbk,002_3rd,21,147,126,-1942
2020,10,43,25,mbk,000_g,8,371,293,78
2020,10,43,25,mbk,000_g,9,675,498,255
2020,10,43,25,mbk,000_g,10,1427,1057,625
2020,10,43,25,mbk,000_g,11,1451,1198,878
2020,10,43,25,mbk,000_g,12,1633,1495,1016
2020,10,43,25,mbk,000_g,13,1567,1575,1008
2020,10,43,25,mbk,000_g,14,1728,1549,1187
2020,10,43,25,mbk,000_g,15,1637,1656,1168
2020,10,43,25,mbk,000_g,16,1554,1495,1227
2020,10,43,25,mbk,000_g,17,1419,1539,1107
2020,10,43,25,mbk,000_g,18,1229,1381,955
2020,10,43,25,mbk,000_g,19,1050,1189,816
2020,10,43,25,mbk,000_g,20,767,902,681
2020,10,43,25,mbk,000_g,21,435,511,605
2020,10,43,25,mbk,000_g,22,0,0,605
2020,10,43,25,mbk,005_6th,9,201,153,84
2020,10,43,25,mbk,005_6th,10,709,526,267
2020,10,43,25,mbk,005_6th,11,974,832,409
2020,10,43,25,mbk,005_6th,12,1419,1402,426
2020,10,43,25,mbk,005_6th,13,1413,1489,350
2020,10,43,25,mbk,005_6th,14,1501,1543,308
2020,10,43,25,mbk,005_6th,15,1274,1386,196
2020,10,43,25,mbk,005_6th,16,1131,1242,85
2020,10,43,25,mbk,005_6th,17,1052,1153,-16
2020,10,43,25,mbk,005_6th,18,896,991,-111
2020,10,43,25,mbk,005_6th,19,616,888,-383
2020,10,43,25,mbk,005_6th,20,232,324,-475
2020,10,43,25,mbk,005_6th,21,166,221,-530
2020,10,43,25,mbk,005_6th,8,184,148,36
2020,10,43,25,mbk,001_2nd,8,197,155,42
